"","sample.id","PC1","PC2","country"
"45","KEN_ALUM042_trimmed",-0.493290043244701,0.0158055752344949,"Kenya"
"46","KEN_ALUM043_trimmed",-0.487434929626588,0.0472820120491995,"Kenya"
"47","KEN_ALUM044_trimmed",-0.0101863284317663,-0.0418791734481992,"Kenya"
"48","KEN_ALUM045_trimmed",-0.496203143582715,0.0254157930395657,"Kenya"
"49","KEN_ALUM046_trimmed",-0.494494582172728,0.0448970656378474,"Kenya"
"50","KEN_ALUM047_trimmed",-0.494372748980249,0.0447109430493861,"Kenya"
"51","KEN_ALUM048_trimmed",-0.489031385266583,0.019756732457476,"Kenya"
"52","KEN_ALUM049_trimmed",-0.490195954949234,0.0239426348368751,"Kenya"
"53","KEN_ALUM050_trimmed",-0.492697538474466,0.0154233964241464,"Kenya"
"54","KEN_ALUM051_trimmed",-0.500127146270308,0.02430675342802,"Kenya"
"55","KEN_ALUM052_trimmed",-0.493389041479131,0.0224638129980906,"Kenya"
"56","KEN_ALUM053_trimmed",-0.495897556638383,0.0253479445157125,"Kenya"
"57","KEN_ALUM054_trimmed",-0.00976063575251808,-0.0418826235671451,"Kenya"
"58","KEN_ALUM055_trimmed",-0.499612683884385,0.033365640425982,"Kenya"
"59","KEN_ALUM056_trimmed",-0.0101277073088747,-0.0418843194422105,"Kenya"
"60","KEN_ALUM057_trimmed",-0.489211012893575,0.0201052729138697,"Kenya"
"61","KEN_ALUM058_trimmed",-0.490806398833699,0.0245203550451522,"Kenya"
"62","KEN_ALUM059_trimmed",-0.493209536900317,0.0157351238927433,"Kenya"
"63","KEN_ALUM060_trimmed",-0.493101486870449,0.0155532331053968,"Kenya"
"64","KEN_ALUM061_trimmed",-0.493331160946767,0.0223715543217692,"Kenya"
"65","KEN_ALUM062_trimmed",-0.48958842162006,0.0187876159679398,"Kenya"
"66","KEN_ALUM063_trimmed",0.00477294410432095,-0.0401928930234801,"Kenya"
"67","KEN_ALUM064_trimmed",-0.493275238551998,0.0158414413646093,"Kenya"
"68","KEN_ALUM065_trimmed",-0.500131883361917,0.024229159456844,"Kenya"
"69","KEN_ALUM066_trimmed",-0.00923344746751318,-0.0413588461247734,"Kenya"
"70","KEN_ALUM067_trimmed",-0.495143731660886,0.037398240190544,"Kenya"
"71","KEN_ALUM068_trimmed",-0.499402144886117,0.0226636795410998,"Kenya"
"72","MMR002_trimmed",-0.339205058267068,-0.261688553427286,"Myanmar"
"73","MMR007_trimmed",-0.487469772293726,-0.0312378392148423,"Myanmar"
"74","MMR013_trimmed",-0.459395822271792,-0.0946263571779944,"Myanmar"
"75","MMR016_trimmed",-0.466085446526713,-0.0348560984906103,"Myanmar"
"76","MMR_NDK113_trimmed",-0.405148252813119,-0.198489046753923,"Myanmar"
"77","MMR_NDK63_trimmed",-0.400636604859528,-0.202215779032132,"Myanmar"
"78","MMR_NKD92_trimmed",-0.306572026699107,-0.154741854068517,"Myanmar"
"79","MMR_TKU102_trimmed",-0.462868792140688,-0.0900175339389879,"Myanmar"
"80","MMR_TKU23_trimmed",-0.493928881266702,-0.0203452059356219,"Myanmar"
"81","MMR_TKU25_trimmed",-0.468475425707419,-0.070772650903634,"Myanmar"
"82","MOZ028_trimmed",-0.490797219661226,-0.0395413359379781,"Mozambique"
"83","MOZ030_trimmed",-0.444262424677176,-0.106017876048323,"Mozambique"
"84","ZAF002_trimmed",-0.457742904955338,-0.0756366122530253,"South Africa"
"85","ZAF003_trimmed",-0.419670992277382,-0.0865416615024801,"South Africa"
"86","ZAF004_trimmed",-0.356558817625763,-0.279214218559358,"South Africa"
"87","ZAF005_trimmed",-0.489119907254034,0.00196865925582796,"South Africa"
"88","ZAF006_trimmed",-0.460033566004753,-0.0804033649305558,"South Africa"
